Iteration,Timestamp,current_density,applied_charge,substrate_concentration,base_concentration,salt_concentration,Measurement #,Value
0,2026-03-06 12:24:44,7.586445173014796,1.9540806206752468,52.099292527194294,257.33602876523855,155.54686255058357,1,26.2340412
0,2026-03-06 12:24:44,7.586445173014796,1.9540806206752468,52.099292527194294,257.33602876523855,155.54686255058357,2,23.1708622
0,2026-03-06 12:24:44,7.586445173014796,1.9540806206752468,52.099292527194294,257.33602876523855,155.54686255058357,3,30.8926373
0,2026-03-06 12:24:44,7.586445173014796,1.9540806206752468,52.099292527194294,257.33602876523855,155.54686255058357,4,33.1606026
0,2026-03-06 12:24:44,7.586445173014796,1.9540806206752468,52.099292527194294,257.33602876523855,155.54686255058357,5,34.0271645
0,2026-03-06 12:24:44,7.586445173014796,1.9540806206752468,52.099292527194294,257.33602876523855,155.54686255058357,6,33.9266243
0,2026-03-06 12:34:57,8.493289975850667,2.10019165931614,59.7098418340161,262.28208142367276,269.79399483633813,1,36.3806419
0,2026-03-06 12:34:57,8.493289975850667,2.10019165931614,59.7098418340161,262.28208142367276,269.79399483633813,2,36.6002884
0,2026-03-06 12:34:57,8.493289975850667,2.10019165931614,59.7098418340161,262.28208142367276,269.79399483633813,3,36.9811478
0,2026-03-06 12:44:52,10.084115334556882,1.836382089754854,77.79282931302748,114.64827005987576,199.7108033898985,1,43.8730011
0,2026-03-06 12:44:52,10.084115334556882,1.836382089754854,77.79282931302748,114.64827005987576,199.7108033898985,2,44.4106979
0,2026-03-06 12:44:52,10.084115334556882,1.836382089754854,77.79282931302748,114.64827005987576,199.7108033898985,3,43.9284935
0,2026-03-06 12:59:06,6.243667454055713,1.9034849576214794,73.23014028968313,208.80177399054736,109.29946912387307,1,37.0218735
0,2026-03-06 12:59:06,6.243667454055713,1.9034849576214794,73.23014028968313,208.80177399054736,109.29946912387307,2,42.8872871
0,2026-03-06 12:59:06,6.243667454055713,1.9034849576214794,73.23014028968313,208.80177399054736,109.29946912387307,3,43.305397
0,2026-03-06 12:59:06,6.243667454055713,1.9034849576214794,73.23014028968313,208.80177399054736,109.29946912387307,4,44.2408485
0,2026-03-06 13:08:25,9.84358838476254,2.0340109719533492,62.39390876623095,131.0620760482255,219.55833958147682,1,36.2273216
0,2026-03-06 13:08:25,9.84358838476254,2.0340109719533492,62.39390876623095,131.0620760482255,219.55833958147682,2,37.6047363
0,2026-03-06 13:08:25,9.84358838476254,2.0340109719533492,62.39390876623095,131.0620760482255,219.55833958147682,3,36.9610291
0,2026-03-06 13:17:02,12.63758870047846,2.133623631823661,68.02925782517207,233.08204818964714,228.2315200438812,1,41.3850975
0,2026-03-06 13:17:02,12.63758870047846,2.133623631823661,68.02925782517207,233.08204818964714,228.2315200438812,2,42.1433754
0,2026-03-06 13:17:02,12.63758870047846,2.133623631823661,68.02925782517207,233.08204818964714,228.2315200438812,3,42.389904
0,2026-03-06 13:28:05,5.649149050134274,2.0599526783412596,45.112088426403254,179.3963023341114,175.87364301119945,1,27.9926853
0,2026-03-06 13:28:05,5.649149050134274,2.0599526783412596,45.112088426403254,179.3963023341114,175.87364301119945,2,28.3117714
0,2026-03-06 13:28:05,5.649149050134274,2.0599526783412596,45.112088426403254,179.3963023341114,175.87364301119945,3,28.7039623
0,2026-03-06 13:34:34,14.670203255351355,2.1812564416401834,42.81213386279557,299.6915616286325,241.69638544623663,1,20.0340347
0,2026-03-06 13:34:34,14.670203255351355,2.1812564416401834,42.81213386279557,299.6915616286325,241.69638544623663,2,21.9075279
0,2026-03-06 13:34:34,14.670203255351355,2.1812564416401834,42.81213386279557,299.6915616286325,241.69638544623663,3,23.0839348
0,2026-03-06 13:34:34,14.670203255351355,2.1812564416401834,42.81213386279557,299.6915616286325,241.69638544623663,4,23.2405739
0,2026-03-06 13:43:01,11.762903019039529,1.8441991886358429,66.53507909227704,185.76456490975812,131.10923420275526,1,34.9522705
0,2026-03-06 13:43:01,11.762903019039529,1.8441991886358429,66.53507909227704,185.76456490975812,131.10923420275526,2,38.4333115
0,2026-03-06 13:43:01,11.762903019039529,1.8441991886358429,66.53507909227704,185.76456490975812,131.10923420275526,3,38.6740379
0,2026-03-06 13:43:01,11.762903019039529,1.8441991886358429,66.53507909227704,185.76456490975812,131.10923420275526,4,39.6041183
0,2026-03-06 13:50:13,13.058108481721447,1.9759421002680617,51.927223790170146,154.67506994875833,296.04119573971445,1,27.5746822
0,2026-03-06 13:50:13,13.058108481721447,1.9759421002680617,51.927223790170146,154.67506994875833,296.04119573971445,2,28.8463821
0,2026-03-06 13:50:13,13.058108481721447,1.9759421002680617,51.927223790170146,154.67506994875833,296.04119573971445,3,29.6915112
0,2026-03-06 13:50:13,13.058108481721447,1.9759421002680617,51.927223790170146,154.67506994875833,296.04119573971445,4,30.7502384
0,2026-03-06 13:59:52,6.779274151497183,1.8,51.02374614992643,121.78637801515235,297.23600758264763,1,26.3884029
0,2026-03-06 13:59:52,6.779274151497183,1.8,51.02374614992643,121.78637801515235,297.23600758264763,2,26.3210678
0,2026-03-06 13:59:52,6.779274151497183,1.8,51.02374614992643,121.78637801515235,297.23600758264763,3,26.2759151
0,2026-03-06 14:11:17,5.499048818300276,2.0064615789168947,47.2257707625925,233.64454443643368,100.0,1,30.212244
0,2026-03-06 14:11:17,5.499048818300276,2.0064615789168947,47.2257707625925,233.64454443643368,100.0,2,31.604372
0,2026-03-06 14:11:17,5.499048818300276,2.0064615789168947,47.2257707625925,233.64454443643368,100.0,3,31.3263474
0,2026-03-06 14:21:52,5.0,1.9336904147493814,40.0,235.4589921297036,100.0,1,26.4449902
0,2026-03-06 14:21:52,5.0,1.9336904147493814,40.0,235.4589921297036,100.0,2,27.0246468
0,2026-03-06 14:21:52,5.0,1.9336904147493814,40.0,235.4589921297036,100.0,3,27.1100006
0,2026-03-06 14:31:55,5.0,1.8,40.0,243.4185123115116,300.0,1,21.2223129
0,2026-03-06 14:31:55,5.0,1.8,40.0,243.4185123115116,300.0,2,21.4432926
0,2026-03-06 14:31:55,5.0,1.8,40.0,243.4185123115116,300.0,3,21.4946785
0,2026-03-06 14:42:35,5.0,1.9573778972299773,40.0,300.0,100.0,1,26.5319576
0,2026-03-06 14:42:35,5.0,1.9573778972299773,40.0,300.0,100.0,2,27.5588703
0,2026-03-06 14:42:35,5.0,1.9573778972299773,40.0,300.0,100.0,3,27.5076618
0,2026-03-06 15:02:36,5.0,2.1833603984149006,80.0,300.0,100.0,1,49.4554405
0,2026-03-06 15:02:36,5.0,2.1833603984149006,80.0,300.0,100.0,2,48.3377991
0,2026-03-06 15:02:36,5.0,2.1833603984149006,80.0,300.0,100.0,3,49.2396011
0,2026-03-06 15:08:47,12.089709583751013,1.9550496705091456,40.0,300.0,100.0,1,25.1565342
0,2026-03-06 15:08:47,12.089709583751013,1.9550496705091456,40.0,300.0,100.0,2,25.6354198
0,2026-03-06 15:08:47,12.089709583751013,1.9550496705091456,40.0,300.0,100.0,3,24.6994438
0,2026-03-06 15:19:29,5.0,1.967418769938364,40.0,100.0,187.1430650045488,1,24.8768902
0,2026-03-06 15:19:29,5.0,1.967418769938364,40.0,100.0,187.1430650045488,2,25.1341457
0,2026-03-06 15:19:29,5.0,1.967418769938364,40.0,100.0,187.1430650045488,3,25.5937004
0,2026-03-06 15:39:38,5.0,2.2,80.0,100.0,300.0,1,45.5153923
0,2026-03-06 15:39:38,5.0,2.2,80.0,100.0,300.0,2,46.0822182
0,2026-03-06 15:39:38,5.0,2.2,80.0,100.0,300.0,3,47.0571175
0,2026-03-06 15:48:03,15.0,2.06377038082055,80.0,300.0,100.0,1,43.2946205
0,2026-03-06 15:48:03,15.0,2.06377038082055,80.0,300.0,100.0,2,44.3307228
0,2026-03-06 15:48:03,15.0,2.06377038082055,80.0,300.0,100.0,3,44.9368973
