Iteration,Timestamp,flow_rate,base_concentration,Voltage,substrate_concentration,acid_concentration,Measurement #,Value
0,2026-03-03 14:30:41,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,1,38.4410515
0,2026-03-03 14:30:41,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,2,38.4410515
0,2026-03-03 14:30:41,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,3,43.8221931
0,2026-03-03 14:30:41,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,4,45.2475166
0,2026-03-03 14:30:41,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,5,45.3795891
0,2026-03-03 18:22:11,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,1,43.8980904
0,2026-03-03 18:22:11,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,2,46.6571159
0,2026-03-03 18:22:11,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,3,48.2975082
0,2026-03-03 18:22:11,0.6293222586507398,223.3406982596526,2.302482313179857,168.00202157392891,174.980440738813,4,48.6347313
0,2026-03-03 18:31:28,0.6746644987925333,387.7156167306574,2.4927460458504025,171.71156106775456,432.03648838176076,1,57.1753922
0,2026-03-03 18:31:28,0.6746644987925333,387.7156167306574,2.4927460458504025,171.71156106775456,432.03648838176076,2,58.7211227
0,2026-03-03 18:31:28,0.6746644987925333,387.7156167306574,2.4927460458504025,171.71156106775456,432.03648838176076,3,60.009613
0,2026-03-03 18:40:05,0.7542057667278441,90.92985097421075,2.9448207328256872,60.98620254490682,274.3493076272716,1,1.58716166
0,2026-03-03 18:40:05,0.7542057667278441,90.92985097421075,2.9448207328256872,60.98620254490682,274.3493076272716,2,1.25733852
0,2026-03-03 18:40:05,0.7542057667278441,90.92985097421075,2.9448207328256872,60.98620254490682,274.3493076272716,3,1.7040875
0,2026-03-03 18:51:17,0.5621833727027856,166.42057732416413,2.8307535072420786,131.60133049291053,70.92380552871438,1,46.1944275
0,2026-03-03 18:51:17,0.5621833727027856,166.42057732416413,2.8307535072420786,131.60133049291053,70.92380552871438,2,51.5599976
0,2026-03-03 18:51:17,0.5621833727027856,166.42057732416413,2.8307535072420786,131.60133049291053,70.92380552871438,3,53.7922516
0,2026-03-03 18:51:17,0.5621833727027856,166.42057732416413,2.8307535072420786,131.60133049291053,70.92380552871438,4,55.6449013
0,2026-03-03 18:51:17,0.5621833727027856,166.42057732416413,2.8307535072420786,131.60133049291053,70.92380552871438,5,57.0165672
0,2026-03-03 19:00:00,0.742179419238127,313.2623434475175,2.5598477191557736,73.29655703616913,319.0062640583228,1,35.4043159
0,2026-03-03 19:00:00,0.742179419238127,313.2623434475175,2.5598477191557736,73.29655703616913,319.0062640583228,2,35.1069984
0,2026-03-03 19:00:00,0.742179419238127,313.2623434475175,2.5598477191557736,73.29655703616913,319.0062640583228,3,33.231144
0,2026-03-04 13:06:25,0.881879435023923,425.3265858016186,2.7007314456293017,149.81153614223535,338.52092009873274,1,60.9428596
0,2026-03-04 13:06:25,0.881879435023923,425.3265858016186,2.7007314456293017,149.81153614223535,338.52092009873274,2,63.8405609
0,2026-03-04 13:06:25,0.881879435023923,425.3265858016186,2.7007314456293017,149.81153614223535,338.52092009873274,3,64.9217072
0,2026-03-04 13:17:23,0.5324574525067137,342.4467631339168,2.1278022106600814,109.54722675058355,220.71569677519878,1,33.7239151
0,2026-03-04 13:17:23,0.5324574525067137,342.4467631339168,2.1278022106600814,109.54722675058355,220.71569677519878,2,34.3415642
0,2026-03-04 13:17:23,0.5324574525067137,342.4467631339168,2.1278022106600814,109.54722675058355,220.71569677519878,3,34.4539452
0,2026-03-04 13:24:42,0.9835101627675678,478.913496845206,2.0703033465698892,199.7686712214744,368.81686725403245,1,20.3790588
0,2026-03-04 13:24:42,0.9835101627675678,478.913496845206,2.0703033465698892,199.7686712214744,368.81686725403245,2,21.0506096
0,2026-03-04 13:24:42,0.9835101627675678,478.913496845206,2.0703033465698892,199.7686712214744,368.81686725403245,3,21.7988987
0,2026-03-04 13:32:45,0.8381451509519764,99.72408721532318,2.6633769773069265,114.32342368231859,119.99577695619936,1,51.0424347
0,2026-03-04 13:32:45,0.8381451509519764,99.72408721532318,2.6633769773069265,114.32342368231859,119.99577695619936,2,52.6610413
